# BUSCO version is: 6.0.0 
# The lineage dataset is: ascomycota_odb12 (Creation date: 2025-07-01, number of genomes: 105, number of BUSCOs: 2826)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1662184at4890	Duplicated	YNL009W_mRNA:0-1259	725.7	404	https://www.orthodb.org/?query=1662184at4890	Isocitrate dehydrogenase 
1665091at4890	Complete	YDR454C_mRNA:0-560	197.2	140	https://www.orthodb.org/?query=1665091at4890	guanylate kinase
1668462at4890	Complete	YLR239C_mRNA:0-980	202.6	219	https://www.orthodb.org/?query=1668462at4890	lipoate-protein ligase
1690684at4890	Missing
1691167at4890	Missing
1699700at4890	Missing
1700445at4890	Complete	YBL076C_mRNA:0-3215	1770.7	1045	https://www.orthodb.org/?query=1700445at4890	Isoleucyl-trna synthetase
1706428at4890	Missing
1706462at4890	Duplicated	YJR031C_mRNA:0-4223	1027.0	1291	https://www.orthodb.org/?query=1706462at4890	Guanine nucleotide exchange factor
1706462at4890	Duplicated	YEL022W_mRNA:0-4364	956.6	1286	https://www.orthodb.org/?query=1706462at4890	Guanine nucleotide exchange factor
1708549at4890	Missing
1713567at4890	Complete	YOR007C_mRNA:0-1037	341.6	350	https://www.orthodb.org/?query=1713567at4890	Small glutamine-rich tetratricopeptide repeat-containing protein A
1718594at4890	Complete	YAL041W_mRNA:0-2561	397.6	576	https://www.orthodb.org/?query=1718594at4890	Guanine nucleotide exchange factor
1721238at4890	Missing
1722487at4890	Complete	YMR189W_mRNA:0-3101	1356.2	875	https://www.orthodb.org/?query=1722487at4890	glycine dehydrogenase 
1723983at4890	Fragmented	YDR106W_mRNA:0-851	116.6	194	https://www.orthodb.org/?query=1723983at4890	actin
1751813at4890	Complete	YDR414C_mRNA:0-1085	201.2	356	https://www.orthodb.org/?query=1751813at4890	Protein ERD1
1751900at4890	Complete	YKR038C_mRNA:0-1157	570.5	330	https://www.orthodb.org/?query=1751900at4890	TRNA N6-adenosine threonylcarbamoyltransferase
1754735at4890	Complete	YOL077C_mRNA:0-872	399.7	254	https://www.orthodb.org/?query=1754735at4890	ribosome biogenesis protein
1758007at4890	Missing
1758942at4890	Complete	YAL010C_mRNA:12-1478	309.2	338	https://www.orthodb.org/?query=1758942at4890	mitochondrial distribution and morphology 10 protein
1759502at4890	Complete	YGL142C_mRNA:0-1844	316.2	356	https://www.orthodb.org/?query=1759502at4890	mannosyltransferase
1764014at4890	Complete	YBR227C_mRNA:0-1559	514.5	433	https://www.orthodb.org/?query=1764014at4890	ATP-dependent clp protease ATP-binding subunit
1764797at4890	Fragmented	YPL096W_mRNA:0-1088	367.8	339	https://www.orthodb.org/?query=1764797at4890	png1
1767130at4890	Complete	YPR167C_mRNA:0-782	388.4	245	https://www.orthodb.org/?query=1767130at4890	PHOSPHOADENOSINE PHOSPHOSULFATE REDUCTASE
1767186at4890	Missing
1772446at4890	Complete	YER078C_mRNA:0-1532	530.0	391	https://www.orthodb.org/?query=1772446at4890	Aminopeptidase
1772481at4890	Missing
1774132at4890	Complete	YBR213W_mRNA:0-821	190.0	210	https://www.orthodb.org/?query=1774132at4890	Siroheme synthase
1774869at4890	Missing
1787029at4890	Fragmented	YMR033W_mRNA:0-1400	359.5	476	https://www.orthodb.org/?query=1787029at4890	Arp9
1789547at4890	Duplicated	YLR324W_mRNA:0-1568	267.5	316	https://www.orthodb.org/?query=1789547at4890	Peroxisomal membrane protein
1789547at4890	Duplicated	YGR004W_mRNA:0-1373	236.1	313	https://www.orthodb.org/?query=1789547at4890	Peroxisomal membrane protein
1796373at4890	Complete	YDR375C_mRNA:0-1367	596.5	397	https://www.orthodb.org/?query=1796373at4890	BCS1
1797284at4890	Complete	YOR158W_mRNA:0-953	85.7	229	https://www.orthodb.org/?query=1797284at4890	37S ribosomal protein
1800423at4890	Complete	YDR336W_mRNA:0-938	152.0	186	https://www.orthodb.org/?query=1800423at4890	gtp-binding protein
1800907at4890	Missing
1803584at4890	Complete	YDL212W_mRNA:0-629	187.0	172	https://www.orthodb.org/?query=1803584at4890	Secretory component protein
1804689at4890	Complete	YJR144W_mRNA:0-806	307.5	174	https://www.orthodb.org/?query=1804689at4890	Mitochondrial genome maintenance protein
1804719at4890	Complete	YMR235C_mRNA:0-1220	389.6	357	https://www.orthodb.org/?query=1804719at4890	GTPase activating protein
1805203at4890	Complete	YER008C_mRNA:0-4007	590.2	1086	https://www.orthodb.org/?query=1805203at4890	Exocyst complex component
1805285at4890	Missing
1806695at4890	Complete	YPL116W_mRNA:0-2090	313.1	309	https://www.orthodb.org/?query=1806695at4890	Histone deacetylase
1809699at4890	Complete	YDR170C_mRNA:0-6026	1934.3	1585	https://www.orthodb.org/?query=1809699at4890	Sec7
1811004at4890	Missing
1814558at4890	Complete	YCL010C_mRNA:0-776	128.0	167	https://www.orthodb.org/?query=1814558at4890	Sgf29
1816126at4890	Complete	YLR276C_mRNA:0-1781	693.0	501	https://www.orthodb.org/?query=1816126at4890	ATP dependent RNA helicase
1816979at4890	Complete	YPL012W_mRNA:0-3683	1195.0	1082	https://www.orthodb.org/?query=1816979at4890	Ribosomal RNA-processing protein
1817230at4890	Missing
1818149at4890	Missing
1818839at4890	Missing
1818881at4890	Fragmented	YGL228W_mRNA:0-1730	91.6	366	https://www.orthodb.org/?query=1818881at4890	Transcription factor
1844803at4890	Complete	YBR199W_mRNA:0-1391	482.1	370	https://www.orthodb.org/?query=1844803at4890	mannosyltransferase
1844904at4890	Missing
1845284at4890	Complete	YDR044W_mRNA:0-977	495.1	305	https://www.orthodb.org/?query=1845284at4890	coproporphyrinogen III oxidase
1845465at4890	Duplicated	YGR038W_mRNA:0-665	263.7	164	https://www.orthodb.org/?query=1845465at4890	Protein ORM1
1845465at4890	Duplicated	YLR350W_mRNA:0-647	237.8	164	https://www.orthodb.org/?query=1845465at4890	Protein ORM1
1845521at4890	Missing
1845657at4890	Fragmented	YCR079W_mRNA:0-1325	228.9	328	https://www.orthodb.org/?query=1845657at4890	phosphatase
1845682at4890	Missing
1845690at4890	Missing
1845817at4890	Missing
1845864at4890	Duplicated	YJL136C_mRNA:0-260	158.6	84	https://www.orthodb.org/?query=1845864at4890	40s ribosomal protein
1845864at4890	Duplicated	YKR057W_mRNA:0-260	158.6	84	https://www.orthodb.org/?query=1845864at4890	40s ribosomal protein
1845942at4890	Complete	YDR347W_mRNA:0-962	94.0	117	https://www.orthodb.org/?query=1845942at4890	superoxide dismutase
1846238at4890	Missing
1846283at4890	Complete	YLR370C_mRNA:0-533	225.6	179	https://www.orthodb.org/?query=1846283at4890	related to Actin-related protein 2/3 complex subunit 3
1846403at4890	Complete	YGR135W_mRNA:0-773	429.3	245	https://www.orthodb.org/?query=1846403at4890	proteasome
1846410at4890	Complete	YLR208W_mRNA:0-890	342.5	223	https://www.orthodb.org/?query=1846410at4890	transport protein
1846843at4890	Duplicated	YBR048W_mRNA:0-467	286.3	159	https://www.orthodb.org/?query=1846843at4890	40S ribosomal protein
1846843at4890	Duplicated	YDR025W_mRNA:0-467	286.3	159	https://www.orthodb.org/?query=1846843at4890	40S ribosomal protein
1846939at4890	Complete	YGL058W_mRNA:0-485	302.1	151	https://www.orthodb.org/?query=1846939at4890	E2 ubiquitin-conjugating enzyme
1847018at4890	Complete	YOL096C_mRNA:0-932	201.4	190	https://www.orthodb.org/?query=1847018at4890	methyltransferase
1847162at4890	Complete	YNL006W_mRNA:0-908	544.2	292	https://www.orthodb.org/?query=1847162at4890	LST8
1847167at4890	Complete	YER136W_mRNA:0-1352	723.7	436	https://www.orthodb.org/?query=1847167at4890	GDP dissociation inhibitor
1847178at4890	Complete	YPL211W_mRNA:0-542	305.8	178	https://www.orthodb.org/?query=1847178at4890	60S ribosome subunit biogenesis protein
1847200at4890	Complete	YIL020C_mRNA:0-779	371.6	254	https://www.orthodb.org/?query=1847200at4890	1-(5-phosphoribosyl)-5-(5- phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase
1847225at4890	Duplicated	YDL083C_mRNA:0-428	265.8	139	https://www.orthodb.org/?query=1847225at4890	40S ribosomal protein
1847225at4890	Duplicated	YMR143W_mRNA:0-428	265.8	139	https://www.orthodb.org/?query=1847225at4890	40S ribosomal protein
1847350at4890	Complete	YDR267C_mRNA:0-989	366.2	317	https://www.orthodb.org/?query=1847350at4890	Cytosolic iron-sulfur protein assembly protein
1847435at4890	Complete	YHR012W_mRNA:0-845	167.6	158	https://www.orthodb.org/?query=1847435at4890	vacuolar protein
1847517at4890	Complete	YHR128W_mRNA:0-647	387.2	215	https://www.orthodb.org/?query=1847517at4890	uracil phosphoribosyltransferase
1847569at4890	Complete	YGL191W_mRNA:0-386	87.2	76	https://www.orthodb.org/?query=1847569at4890	cytochrome C oxidase
1847717at4890	Missing
1847993at4890	Complete	YPR176C_mRNA:0-974	492.3	314	https://www.orthodb.org/?query=1847993at4890	Geranylgeranyltransferase beta subunit
1848073at4890	Complete	YNL010W_mRNA:0-722	331.8	232	https://www.orthodb.org/?query=1848073at4890	phosphatase
1848099at4890	Complete	YGR021W_mRNA:0-869	113.4	169	https://www.orthodb.org/?query=1848099at4890	transcriptional regulatory protein
1848486at4890	Complete	YKR068C_mRNA:0-578	264.2	171	https://www.orthodb.org/?query=1848486at4890	Trafficking protein particle complex subunit
1848539at4890	Complete	YIL106W_mRNA:0-941	286.2	201	https://www.orthodb.org/?query=1848539at4890	Mob1
1848615at4890	Duplicated	YBL087C_mRNA:0-410	269.0	135	https://www.orthodb.org/?query=1848615at4890	60S ribosomal protein
1848615at4890	Duplicated	YER117W_mRNA:0-410	269.0	135	https://www.orthodb.org/?query=1848615at4890	60S ribosomal protein
1848635at4890	Complete	YOR159C_mRNA:0-281	121.8	83	https://www.orthodb.org/?query=1848635at4890	Small nuclear ribonucleoprotein
1848660at4890	Complete	YCR017C_mRNA:0-2858	1213.7	934	https://www.orthodb.org/?query=1848660at4890	calcofluor white hypersensitive protein
1848735at4890	Missing
1848759at4890	Complete	YCL001W_mRNA:0-563	269.7	176	https://www.orthodb.org/?query=1848759at4890	Protein rer1
1848823at4890	Complete	YMR196W_mRNA:0-3263	1518.4	947	https://www.orthodb.org/?query=1848823at4890	Glycoside hydrolase, family 63
1848956at4890	Missing
1849065at4890	Complete	YBR135W_mRNA:0-398	164.1	95	https://www.orthodb.org/?query=1849065at4890	Cyclin-dependent kinases regulatory subunit
1849075at4890	Complete	YCR090C_mRNA:0-545	146.9	157	https://www.orthodb.org/?query=1849075at4890	DUF866 domain protein
1849228at4890	Complete	YJR102C_mRNA:0-605	146.1	154	https://www.orthodb.org/?query=1849228at4890	ESCRT-II complex
1849344at4890	Complete	YIL118W_mRNA:0-692	325.5	190	https://www.orthodb.org/?query=1849344at4890	GTP-binding protein
1849436at4890	Complete	YPL086C_mRNA:0-1670	1117.0	544	https://www.orthodb.org/?query=1849436at4890	elongator complex
1849512at4890	Complete	YPL122C_mRNA:0-1538	436.3	356	https://www.orthodb.org/?query=1849512at4890	RNA polymerase II transcription factor B subunit
1849610at4890	Complete	YBR274W_mRNA:0-1580	480.2	499	https://www.orthodb.org/?query=1849610at4890	kinase
1849657at4890	Complete	YIL078W_mRNA:0-2201	1156.7	678	https://www.orthodb.org/?query=1849657at4890	threonyl-tRNA synthetase
1849883at4890	Missing
1849890at4890	Complete	YDR064W_mRNA:0-452	287.2	149	https://www.orthodb.org/?query=1849890at4890	40S ribosomal protein S
1849892at4890	Complete	YFL045C_mRNA:0-761	433.7	253	https://www.orthodb.org/?query=1849892at4890	phosphomannomutase
1849918at4890	Duplicated	YHR203C_mRNA:0-782	453.4	248	https://www.orthodb.org/?query=1849918at4890	40S ribosomal protein
1849918at4890	Duplicated	YJR145C_mRNA:0-782	453.4	248	https://www.orthodb.org/?query=1849918at4890	40S ribosomal protein
1849930at4890	Complete	YLR168C_mRNA:0-689	244.5	171	https://www.orthodb.org/?query=1849930at4890	mitochondrial protein
1849997at4890	Missing
1850036at4890	Missing
1850115at4890	Complete	YOR151C_mRNA:21-3671	2076.2	1128	https://www.orthodb.org/?query=1850115at4890	RNA polymerase
1850233at4890	Fragmented	YMR156C_mRNA:0-713	113.2	189	https://www.orthodb.org/?query=1850233at4890	Polynucleotide
1850304at4890	Complete	YKL145W_mRNA:0-1400	878.9	436	https://www.orthodb.org/?query=1850304at4890	26S protease regulatory subunit 7
1850633at4890	Complete	YEL002C_mRNA:0-1289	372.6	394	https://www.orthodb.org/?query=1850633at4890	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase protein
1850652at4890	Missing
1850661at4890	Complete	YNL317W_mRNA:0-1394	469.6	341	https://www.orthodb.org/?query=1850661at4890	polyadenylation factor I
1850996at4890	Complete	YJR017C_mRNA:0-509	213.5	170	https://www.orthodb.org/?query=1850996at4890	Peptidyl-prolyl cis-trans isomerase
1851051at4890	Missing
1851093at4890	Complete	YLR246W_mRNA:0-1067	319.0	301	https://www.orthodb.org/?query=1851093at4890	Palmitoyltransferase
1851178at4890	Complete	YKL196C_mRNA:0-599	288.2	181	https://www.orthodb.org/?query=1851178at4890	YKT6
1851227at4890	Complete	YBR143C_mRNA:0-1310	800.4	423	https://www.orthodb.org/?query=1851227at4890	peptide chain release factor, subunit 1
1851363at4890	Complete	YGR029W_mRNA:0-566	210.5	141	https://www.orthodb.org/?query=1851363at4890	Sulfhydryl oxidase
1851384at4890	Complete	YPR021C_mRNA:0-2699	649.6	614	https://www.orthodb.org/?query=1851384at4890	Mitochondrial carrier
1851423at4890	Complete	YKL104C_mRNA:0-2150	1207.4	692	https://www.orthodb.org/?query=1851423at4890	Glutamine--fructose-6-phosphate aminotransferase, isomerizing
1851449at4890	Missing
1851455at4890	Complete	YBR198C_mRNA:0-2393	677.7	558	https://www.orthodb.org/?query=1851455at4890	Transcription initiation factor TFIID subunit
1851586at4890	Complete	YLR005W_mRNA:0-1382	478.8	331	https://www.orthodb.org/?query=1851586at4890	transcription factor
1851620at4890	Missing
1851708at4890	Complete	YOR224C_mRNA:0-437	155.5	135	https://www.orthodb.org/?query=1851708at4890	RNA polymerase
1851821at4890	Missing
1851959at4890	Complete	YGL203C_mRNA:0-2186	552.5	533	https://www.orthodb.org/?query=1851959at4890	carboxypeptidase
1851969at4890	Complete	YOL052C_mRNA:0-1187	451.5	386	https://www.orthodb.org/?query=1851969at4890	adenosylmethionine decarboxylase
1852030at4890	Complete	YGL011C_mRNA:6-755	339.0	207	https://www.orthodb.org/?query=1852030at4890	proteasome
1852052at4890	Complete	YOR184W_mRNA:0-1184	457.6	361	https://www.orthodb.org/?query=1852052at4890	phosphoserine aminotransferase
1852205at4890	Complete	YLR077W_mRNA:0-1748	258.2	411	https://www.orthodb.org/?query=1852205at4890	Mitochondrial protein Fmp25
1852400at4890	Complete	YEL044W_mRNA:0-497	132.6	137	https://www.orthodb.org/?query=1852400at4890	YL1_C domain-containing protein
1852546at4890	Missing
1852696at4890	Complete	YJR050W_mRNA:0-704	206.8	224	https://www.orthodb.org/?query=1852696at4890	pre-mRNA-splicing factor
1852790at4890	Complete	YER091C_mRNA:0-2297	1238.8	744	https://www.orthodb.org/?query=1852790at4890	5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase
1852816at4890	Duplicated	YOL066C_mRNA:0-1772	498.2	358	https://www.orthodb.org/?query=1852816at4890	Pseudouridine synthase
1852816at4890	Duplicated	YDL036C_mRNA:0-1385	499.6	356	https://www.orthodb.org/?query=1852816at4890	Pseudouridine synthase
1852834at4890	Complete	YPR028W_mRNA:0-539	184.3	146	https://www.orthodb.org/?query=1852834at4890	protein yop1
1852852at4890	Complete	YBR127C_mRNA:0-1550	985.6	466	https://www.orthodb.org/?query=1852852at4890	B subunit of V-type ATPase
1853090at4890	Complete	YLR447C_mRNA:0-1034	521.6	363	https://www.orthodb.org/?query=1853090at4890	V-type proton ATPase subunit
1853222at4890	Complete	YBR105C_mRNA:0-1085	151.9	160	https://www.orthodb.org/?query=1853222at4890	Glucose-induced degradation protein 4 -like protein
1853277at4890	Missing
1853286at4890	Complete	YCR072C_mRNA:0-1544	688.2	458	https://www.orthodb.org/?query=1853286at4890	WD repeat
1853448at4890	Complete	YOR074C_mRNA:0-911	512.2	288	https://www.orthodb.org/?query=1853448at4890	thymidylate synthase
1853546at4890	Duplicated	YBR191W_mRNA:0-479	265.4	157	https://www.orthodb.org/?query=1853546at4890	60s ribosomal protein
1853546at4890	Duplicated	YPL079W_mRNA:0-479	264.4	157	https://www.orthodb.org/?query=1853546at4890	60s ribosomal protein
1853737at4890	Complete	YDR019C_mRNA:0-1199	438.2	345	https://www.orthodb.org/?query=1853737at4890	Aminomethyltransferase
1853763at4890	Missing
1853801at4890	Fragmented	YMR244C-A_mRNA:0-311	119.2	90	https://www.orthodb.org/?query=1853801at4890	cytochrome c oxidase
1853864at4890	Missing
1853992at4890	Complete	YHR070W_mRNA:0-1496	435.7	395	https://www.orthodb.org/?query=1853992at4890	tRNA -methyltransferase
1854068at4890	Complete	YNR020C_mRNA:0-809	296.4	215	https://www.orthodb.org/?query=1854068at4890	mitochondrial inner membrane protease
1854380at4890	Complete	YER043C_mRNA:0-1346	908.6	448	https://www.orthodb.org/?query=1854380at4890	S-adenosyl-L-homocysteine hydrolase
1854413at4890	Missing
1854582at4890	Complete	YDR231C_mRNA:0-614	76.2	89	https://www.orthodb.org/?query=1854582at4890	Cytochrome c oxidase protein
1854746at4890	Complete	YER071C_mRNA:6-377	53.6	109	https://www.orthodb.org/?query=1854746at4890	dynein light chain
1855064at4890	Missing
1855129at4890	Complete	YGL115W_mRNA:0-965	453.9	292	https://www.orthodb.org/?query=1855129at4890	gamma subunit of 5'-AMP-activated protein kinase
1855212at4890	Missing
1855587at4890	Complete	YGR253C_mRNA:0-779	444.6	243	https://www.orthodb.org/?query=1855587at4890	proteasome
1855867at4890	Missing
1855945at4890	Complete	YNR035C_mRNA:0-1025	336.0	306	https://www.orthodb.org/?query=1855945at4890	ARP2/3 complex
1856111at4890	Complete	YDL159W_mRNA:0-1544	399.6	368	https://www.orthodb.org/?query=1856111at4890	kinase kinase
1856126at4890	Complete	YNL263C_mRNA:0-941	254.0	270	https://www.orthodb.org/?query=1856126at4890	Protein transport protein
1856180at4890	Complete	YFR005C_mRNA:0-1337	395.4	397	https://www.orthodb.org/?query=1856180at4890	ubiquitin carboxyl-terminal hydrolase
1856197at4890	Missing
1856216at4890	Complete	YPR110C_mRNA:0-1004	474.1	317	https://www.orthodb.org/?query=1856216at4890	DNA-directed RNA polymerase
1856241at4890	Missing
1856427at4890	Complete	YFR025C_mRNA:0-1004	217.3	230	https://www.orthodb.org/?query=1856427at4890	Histidinol phosphatase
1856434at4890	Complete	YPL045W_mRNA:0-2393	591.8	781	https://www.orthodb.org/?query=1856434at4890	vacuolar protein
1856507at4890	Complete	YBR248C_mRNA:0-1655	885.0	539	https://www.orthodb.org/?query=1856507at4890	imidazole glycerol phosphate synthase
1856627at4890	Complete	YOR168W_mRNA:0-2426	805.2	514	https://www.orthodb.org/?query=1856627at4890	glutaminyl-trna synthetase
1856974at4890	Complete	YGR225W_mRNA:0-1778	194.8	137	https://www.orthodb.org/?query=1856974at4890	Meiosis-specific APC/C activator protein
1857112at4890	Complete	YER094C_mRNA:0-614	358.9	190	https://www.orthodb.org/?query=1857112at4890	Proteasome subunit
1857120at4890	Complete	YDL108W_mRNA:12-917	445.9	299	https://www.orthodb.org/?query=1857120at4890	kinase
1857183at4890	Complete	YPR180W_mRNA:0-1040	389.9	337	https://www.orthodb.org/?query=1857183at4890	sumo activating enzyme
1857201at4890	Complete	YDL055C_mRNA:0-1082	665.4	363	https://www.orthodb.org/?query=1857201at4890	Mannose-1-phosphate
1857230at4890	Complete	YMR304W_mRNA:0-3689	1037.3	954	https://www.orthodb.org/?query=1857230at4890	Ubiquitin carboxyl-terminal hydrolase
1857301at4890	Complete	YGL148W_mRNA:0-1127	604.0	338	https://www.orthodb.org/?query=1857301at4890	Chorismate synthase
1857338at4890	Missing
1857821at4890	Complete	YJR104C_mRNA:0-461	259.9	146	https://www.orthodb.org/?query=1857821at4890	superoxide dismutase
1857898at4890	Missing
1858024at4890	Complete	YNL128W_mRNA:0-1301	237.3	335	https://www.orthodb.org/?query=1858024at4890	phosphatase
1858179at4890	Fragmented	YDR449C_mRNA:0-1319	266.8	252	https://www.orthodb.org/?query=1858179at4890	U3 small nucleolar RNA-associated protein
1858208at4890	Missing
1858216at4890	Missing
1858649at4890	Complete	YJL053W_mRNA:0-1136	398.8	290	https://www.orthodb.org/?query=1858649at4890	Vacuolar Protein
1858789at4890	Fragmented	YPL173W_mRNA:0-890	117.9	241	https://www.orthodb.org/?query=1858789at4890	ribosomal protein
1858870at4890	Missing
1858884at4890	Missing
1858886at4890	Missing
1858941at4890	Complete	YMR231W_mRNA:0-3086	613.2	773	https://www.orthodb.org/?query=1858941at4890	vacuolar protein
1859271at4890	Complete	YBR196C_mRNA:9-1661	1004.3	534	https://www.orthodb.org/?query=1859271at4890	Glucose-6-phosphate isomerase
1859344at4890	Complete	YKL210W_mRNA:0-3071	1591.7	988	https://www.orthodb.org/?query=1859344at4890	ubiquitin-activating enzyme e1
1859358at4890	Complete	YPL262W_mRNA:0-1463	858.4	462	https://www.orthodb.org/?query=1859358at4890	Fumarate
1859383at4890	Missing
1859459at4890	Complete	YLR078C_mRNA:0-731	177.7	213	https://www.orthodb.org/?query=1859459at4890	Protein transport protein
1859593at4890	Missing
1859701at4890	Complete	YPR016C_mRNA:0-734	463.5	240	https://www.orthodb.org/?query=1859701at4890	translation initiation factor
1859805at4890	Complete	YPL218W_mRNA:0-569	339.4	183	https://www.orthodb.org/?query=1859805at4890	GTP-binding protein
1859811at4890	Complete	YOR160W_mRNA:0-2915	900.8	946	https://www.orthodb.org/?query=1859811at4890	MRNA transport regulator
1859829at4890	Complete	YBR202W_mRNA:0-2534	1137.0	691	https://www.orthodb.org/?query=1859829at4890	DNA replication licensing factor
1859831at4890	Missing
1859842at4890	Complete	YDR408C_mRNA:0-641	226.5	189	https://www.orthodb.org/?query=1859842at4890	phosphoribosylglycinamide formyltransferase
1859893at4890	Missing
1859992at4890	Complete	YLL011W_mRNA:0-1463	545.4	375	https://www.orthodb.org/?query=1859992at4890	SOF1
1860027at4890	Complete	YNL059C_mRNA:0-2264	898.7	727	https://www.orthodb.org/?query=1860027at4890	actin
1860078at4890	Complete	YHL030W_mRNA:0-5603	952.1	1300	https://www.orthodb.org/?query=1860078at4890	proteasome component
1860221at4890	Complete	YGR061C_mRNA:0-4073	1930.1	1214	https://www.orthodb.org/?query=1860221at4890	Phosphoribosylformylglycinamidine synthase
1860262at4890	Duplicated	YIL052C_mRNA:0-362	194.8	109	https://www.orthodb.org/?query=1860262at4890	60S ribosomal protein
1860262at4890	Duplicated	YER056C-A_mRNA:0-362	194.2	109	https://www.orthodb.org/?query=1860262at4890	60S ribosomal protein
1860270at4890	Missing
1860277at4890	Missing
1860456at4890	Complete	YHR051W_mRNA:0-443	202.0	126	https://www.orthodb.org/?query=1860456at4890	cytochrome C oxidase
1860466at4890	Complete	YNL288W_mRNA:0-1118	465.9	269	https://www.orthodb.org/?query=1860466at4890	cell differentiation protein
1860485at4890	Complete	YBR166C_mRNA:0-1355	615.0	422	https://www.orthodb.org/?query=1860485at4890	Prephenate dehydrogenase
1860551at4890	Missing
1860588at4890	Duplicated	YHR183W_mRNA:0-1466	897.8	470	https://www.orthodb.org/?query=1860588at4890	6-phosphogluconate dehydrogenase
1860588at4890	Duplicated	YGR256W_mRNA:0-1475	882.0	470	https://www.orthodb.org/?query=1860588at4890	6-phosphogluconate dehydrogenase
1860639at4890	Complete	YBR141C_mRNA:0-1010	240.5	243	https://www.orthodb.org/?query=1860639at4890	25S rRNA adenine-N(1) methyltransferase
1860648at4890	Complete	YBR243C_mRNA:0-1343	637.5	435	https://www.orthodb.org/?query=1860648at4890	Transferase
1860760at4890	Complete	YDL215C_mRNA:0-3269	1227.8	952	https://www.orthodb.org/?query=1860760at4890	Glutamate dehydrogenase
1860781at4890	Complete	YPL117C_mRNA:0-863	343.7	217	https://www.orthodb.org/?query=1860781at4890	isopentenyl-diphosphate Delta-isomerase
1860820at4890	Missing
1860948at4890	Complete	YOR212W_mRNA:0-1268	457.9	342	https://www.orthodb.org/?query=1860948at4890	guanine nucleotide-binding subunit beta protein
1861162at4890	Complete	YGR149W_mRNA:0-1292	447.0	421	https://www.orthodb.org/?query=1861162at4890	membrane protein
1861188at4890	Complete	YPL015C_mRNA:6-1070	345.8	278	https://www.orthodb.org/?query=1861188at4890	DeAcetylase
1861538at4890	Complete	YDR448W_mRNA:0-1301	555.7	468	https://www.orthodb.org/?query=1861538at4890	transcriptional adapter 2
1861734at4890	Complete	YJL046W_mRNA:0-1226	239.3	245	https://www.orthodb.org/?query=1861734at4890	lipoate-protein ligase a
1861786at4890	Complete	YHR002W_mRNA:0-1070	501.7	357	https://www.orthodb.org/?query=1861786at4890	mitochondrial carrier protein
1861879at4890	Fragmented	YGR220C_mRNA:0-803	366.2	236	https://www.orthodb.org/?query=1861879at4890	ribosomal protein
1861907at4890	Missing
1861919at4890	Complete	YGR123C_mRNA:0-1538	589.7	460	https://www.orthodb.org/?query=1861919at4890	protein phosphatase
1861974at4890	Missing
1862027at4890	Missing
1862092at4890	Missing
1862208at4890	Complete	YDL102W_mRNA:0-3290	1596.2	996	https://www.orthodb.org/?query=1862208at4890	DNA polymerase
1862230at4890	Complete	YDL147W_mRNA:0-1334	599.1	433	https://www.orthodb.org/?query=1862230at4890	26S proteasome regulatory subunit
1862241at4890	Duplicated	YGL096W_mRNA:0-824	73.4	51	https://www.orthodb.org/?query=1862241at4890	Homeobox
1862241at4890	Duplicated	YPL177C_mRNA:0-917	71.4	51	https://www.orthodb.org/?query=1862241at4890	Homeobox
1862296at4890	Complete	YKL045W_mRNA:0-1583	510.8	427	https://www.orthodb.org/?query=1862296at4890	DNA primase
1862324at4890	Missing
1862494at4890	Missing
1862546at4890	Complete	YJL155C_mRNA:0-1355	702.0	415	https://www.orthodb.org/?query=1862546at4890	fructose-2,6-bisphosphatase
1862585at4890	Complete	YML098W_mRNA:0-500	119.8	102	https://www.orthodb.org/?query=1862585at4890	transcription initiation factor
1862708at4890	Complete	YBR003W_mRNA:0-1418	497.9	358	https://www.orthodb.org/?query=1862708at4890	Hexaprenyl pyrophosphate synthetase
1862756at4890	Complete	YGR020C_mRNA:0-353	190.6	116	https://www.orthodb.org/?query=1862756at4890	V-type ATPase, F subunit
1862766at4890	Missing
1862837at4890	Complete	YLR422W_mRNA:0-5795	831.4	1541	https://www.orthodb.org/?query=1862837at4890	Dedicator of cytokinesis
1862891at4890	Complete	YLR059C_mRNA:0-806	220.5	169	https://www.orthodb.org/?query=1862891at4890	exonuclease
1862980at4890	Complete	YEL031W_mRNA:0-3644	1896.6	1272	https://www.orthodb.org/?query=1862980at4890	ATPase
1863061at4890	Complete	YIL090W_mRNA:0-1472	338.5	396	https://www.orthodb.org/?query=1863061at4890	er membrane protein
1863096at4890	Fragmented	YOR058C_mRNA:0-2654	277.3	369	https://www.orthodb.org/?query=1863096at4890	Microtubule associated protein
1863105at4890	Missing
1863126at4890	Complete	YBR039W_mRNA:0-932	374.6	262	https://www.orthodb.org/?query=1863126at4890	ATP synthase
1863140at4890	Complete	YOL133W_mRNA:0-362	167.7	110	https://www.orthodb.org/?query=1863140at4890	RING-box protein 1
1863174at4890	Complete	YER093C_mRNA:0-4289	938.9	1076	https://www.orthodb.org/?query=1863174at4890	rapamycin-insensitive companion of mTOR
1863281at4890	Missing
1863434at4890	Missing
1863445at4890	Complete	YOR117W_mRNA:0-1301	825.3	422	https://www.orthodb.org/?query=1863445at4890	26s protease regulatory subunit 6a
